Date,Open,High,Low,Close,Adj Close,Volume
2018-11-05,185.240005,186.369995,181.059998,182.789993,182.789993,901500
2018-11-06,182.300003,187.089996,181.929993,183.800003,183.800003,1050400
2018-11-07,185.740005,189.979996,184.880005,189.350006,189.350006,1035800
2018-11-08,190.100006,192.270004,186.690002,188.440002,188.440002,1144300
2018-11-09,186.699997,188.410004,179.509995,183.089996,183.089996,1406600
2018-11-12,181.850006,182.539993,175.809998,177.350006,177.350006,1112000
2018-11-13,178.330002,179.940002,175.160004,176.800003,176.800003,1069900
2018-11-14,178.259995,181.710007,175.789993,176.779999,176.779999,1055600
2018-11-15,175.000000,175.250000,169.559998,172.369995,172.369995,2284600
2018-11-16,172.059998,173.100006,165.660004,169.610001,169.610001,2314800
2018-11-19,169.699997,171.320007,161.630005,163.440002,163.440002,2023500
2018-11-20,161.600006,169.660004,160.080002,165.750000,165.750000,2215100
2018-11-21,169.960007,171.789993,166.160004,166.940002,166.940002,1070900
2018-11-23,165.339996,169.750000,165.029999,166.399994,166.399994,511600
2018-11-26,168.529999,171.059998,168.250000,170.320007,170.320007,1352400
2018-11-27,169.139999,170.039993,165.339996,166.589996,166.589996,1088200
2018-11-28,169.600006,176.759995,169.600006,176.539993,176.539993,2212300
2018-11-29,176.000000,179.389999,173.949997,176.050003,176.050003,3075600
2018-11-30,184.449997,192.000000,171.259995,172.949997,172.949997,5460500
2018-12-03,176.679993,179.490005,174.479996,179.309998,179.309998,2470000
2018-12-04,177.539993,179.440002,174.529999,177.250000,177.250000,1692600
2018-12-06,173.000000,182.539993,172.130005,181.779999,181.779999,1972200
2018-12-07,181.339996,183.179993,174.199997,175.089996,175.089996,1389000
2018-12-10,173.880005,179.929993,173.699997,179.240005,179.240005,1149800
2018-12-11,183.139999,189.729996,182.399994,184.419998,184.419998,2442200
2018-12-12,186.720001,192.800003,186.720001,189.520004,189.520004,2311400
2018-12-13,190.000000,191.190002,185.800003,188.130005,188.130005,1457800
2018-12-14,184.630005,186.869995,182.639999,184.029999,184.029999,1135800
2018-12-17,183.110001,183.110001,175.710007,176.610001,176.610001,1650500
2018-12-18,177.490005,179.960007,176.610001,177.220001,177.220001,1266800
2018-12-19,178.039993,183.820007,176.270004,178.990005,178.990005,1230300
2018-12-20,178.000000,181.779999,175.550003,179.440002,179.440002,1845700
2018-12-21,179.800003,182.000000,170.770004,173.309998,173.309998,2743500
2018-12-24,170.100006,173.750000,168.809998,169.949997,169.949997,1048200
2018-12-26,171.080002,181.860001,171.029999,181.649994,181.649994,1925700
2018-12-27,178.619995,182.550003,175.869995,182.270004,182.270004,1426500
2018-12-28,183.240005,186.259995,181.880005,184.130005,184.130005,1099600
2018-12-31,185.279999,188.490005,184.199997,188.350006,188.350006,1249800
2019-01-02,185.039993,187.169998,181.919998,183.210007,183.210007,1477600
2019-01-03,181.369995,182.880005,178.800003,179.699997,179.699997,1037900
2019-01-04,182.059998,186.130005,181.619995,184.389999,184.389999,1122300
2019-01-07,185.279999,188.000000,184.720001,187.350006,187.350006,1166800
2019-01-08,189.100006,191.399994,187.110001,190.429993,190.429993,1096100
2019-01-09,190.220001,195.009995,190.169998,193.110001,193.110001,1027200
2019-01-10,191.960007,196.600006,190.210007,196.000000,196.000000,1044300
2019-01-11,196.210007,198.000000,195.130005,195.970001,195.970001,865500
2019-01-14,194.020004,196.270004,193.000000,194.929993,194.929993,984500
2019-01-15,194.759995,200.919998,194.759995,200.169998,200.169998,1056100
2019-01-16,201.229996,203.089996,200.050003,201.300003,201.300003,1036000
2019-01-17,200.160004,204.449997,199.320007,203.300003,203.300003,979000
2019-01-18,205.000000,205.449997,201.720001,203.300003,203.300003,1402900
2019-01-22,208.229996,208.229996,201.179993,203.000000,203.000000,1955900
2019-01-23,204.500000,207.610001,203.490005,205.720001,205.720001,1561400
2019-01-24,208.940002,212.130005,207.500000,210.470001,210.470001,1738300
2019-01-25,211.369995,212.800003,208.399994,209.720001,209.720001,1225100
2019-01-28,206.600006,208.759995,204.509995,207.610001,207.610001,855300
2019-01-29,207.699997,208.839996,205.080002,206.770004,206.770004,1145600
2019-01-30,209.479996,212.919998,207.369995,212.860001,212.860001,1340100
2019-01-31,212.740005,217.279999,212.740005,214.820007,214.820007,1078900
2019-02-01,215.100006,220.449997,214.399994,220.270004,220.270004,1551700
2019-02-04,220.039993,221.250000,218.809998,220.160004,220.160004,1002900
2019-02-05,220.910004,221.490005,218.070007,218.929993,218.929993,1245100
2019-02-06,219.360001,220.839996,216.850006,220.550003,220.550003,828900
2019-02-07,217.500000,219.660004,216.000000,219.449997,219.449997,1444600
2019-02-08,216.960007,224.699997,216.610001,224.619995,224.619995,1019300
2019-02-11,225.000000,226.279999,222.729996,223.860001,223.860001,1110100
